match_id,team1,team2,winner,toss_winner,toss_decision,bat_first,venue,date,event,is_val_2022,is_val_2024
1043993,Australia,New Zealand,New Zealand,New Zealand,bat,New Zealand,Adelaide Oval,2017-02-22,New Zealand Women in Australia T20I Series,False,False
1116056,Netherlands,Scotland,Scotland,Scotland,field,Netherlands,New Williamfield No1 Oval,2017-08-15,ICC Women's World Twenty20 Qualifying Series European-Americas Region,False,False
1116061,Netherlands,Scotland,Netherlands,Scotland,field,Netherlands,New Williamfield No1 Oval,2017-08-19,ICC Women's World Twenty20 Qualifying Series European-Americas Region,False,False
1122902,West Indies,Sri Lanka,West Indies,West Indies,bat,West Indies,Coolidge Cricket Ground,2017-10-21,Sri Lanka Women tour of West Indies,False,False
1122908,New Zealand,Pakistan,New Zealand,New Zealand,bat,New Zealand,Sharjah Cricket Stadium,2017-11-09,New Zealand Women tour of United Arab Emirates,False,False
1122909,New Zealand,Pakistan,New Zealand,New Zealand,bat,New Zealand,Sharjah Cricket Stadium,2017-11-12,New Zealand Women tour of United Arab Emirates,False,False
1122910,Pakistan,New Zealand,New Zealand,Pakistan,bat,Pakistan,Sharjah Cricket Stadium,2017-11-14,New Zealand Women tour of United Arab Emirates,False,False
1086067,England,Australia,Australia,Australia,field,England,North Sydney Oval,2017-11-17,England Women tour of Australia,False,False
1086068,England,Australia,England,England,bat,England,Manuka Oval,2017-11-19,England Women tour of Australia,False,False
1086069,Australia,England,England,Australia,bat,Australia,Manuka Oval,2017-11-21,England Women tour of Australia,False,False
1123206,South Africa,India,India,India,field,South Africa,Senwes Park,2018-02-13,India Women tour of South Africa,False,False
1123207,South Africa,India,India,India,field,South Africa,Buffalo Park,2018-02-16,India Women tour of South Africa,False,False
1123208,India,South Africa,South Africa,South Africa,field,India,The Wanderers Stadium,2018-02-18,India Women tour of South Africa,False,False
1123210,India,South Africa,India,South Africa,field,India,Newlands,2018-02-24,India Women tour of South Africa,False,False
1138194,New Zealand,West Indies,New Zealand,West Indies,field,New Zealand,Bay Oval,2018-03-14,West Indies Women tour of New Zealand,False,False
1138195,New Zealand,West Indies,New Zealand,West Indies,field,New Zealand,Bay Oval,2018-03-16,West Indies Women tour of New Zealand,False,False
1138196,New Zealand,West Indies,New Zealand,West Indies,field,New Zealand,Pukekura Park,2018-03-20,West Indies Women tour of New Zealand,False,False
1131235,India,Australia,Australia,Australia,field,India,Brabourne Stadium,2018-03-22,India Tri-Nation Women's T20 Series,False,False
1131236,Australia,England,England,England,field,Australia,Brabourne Stadium,2018-03-23,India Tri-Nation Women's T20 Series,False,False
1138198,West Indies,New Zealand,New Zealand,New Zealand,field,West Indies,Seddon Park,2018-03-25,West Indies Women tour of New Zealand,False,False
1131237,India,England,England,England,field,India,Brabourne Stadium,2018-03-25,India Tri-Nation Women's T20 Series,False,False
1131238,Australia,India,Australia,India,field,Australia,Brabourne Stadium,2018-03-26,India Tri-Nation Women's T20 Series,False,False
1131239,England,Australia,Australia,Australia,field,England,Brabourne Stadium,2018-03-28,India Tri-Nation Women's T20 Series,False,False
1138202,Sri Lanka,Pakistan,Pakistan,Pakistan,field,Sri Lanka,Sinhalese Sports Club Ground,2018-03-28,Pakistan Women tour of Sri Lanka,False,False
1131240,England,India,India,England,bat,England,Brabourne Stadium,2018-03-29,India Tri-Nation Women's T20 Series,False,False
1138203,Pakistan,Sri Lanka,Sri Lanka,Pakistan,bat,Pakistan,Nondescripts Cricket Club Ground,2018-03-30,Pakistan Women tour of Sri Lanka,False,False
1131241,Australia,England,Australia,England,field,Australia,Brabourne Stadium,2018-03-31,India Tri-Nation Women's T20 Series,False,False
1144441,South Africa,Bangladesh,South Africa,Bangladesh,field,South Africa,Mangaung Oval,2018-05-19,Bangladesh Women tour of South Africa,False,False
1144442,South Africa,Bangladesh,South Africa,Bangladesh,field,South Africa,Mangaung Oval,2018-05-20,Bangladesh Women tour of South Africa,False,False
1148051,Pakistan,Bangladesh,Bangladesh,Bangladesh,field,Pakistan,Kinrara Academy Oval,2018-06-04,Women's Twenty20 Asia Cup,False,False
1148056,India,Bangladesh,Bangladesh,India,bat,India,Kinrara Academy Oval,2018-06-06,Women's Twenty20 Asia Cup,False,False
1148054,Pakistan,Sri Lanka,Pakistan,Sri Lanka,field,Pakistan,Kinrara Academy Oval,2018-06-06,Women's Twenty20 Asia Cup,False,False
1145890,Ireland,New Zealand,New Zealand,Ireland,bat,Ireland,YMCA Cricket Club,2018-06-06,New Zealand Women tour of Ireland and England,False,False
1148059,Sri Lanka,India,India,Sri Lanka,bat,Sri Lanka,Royal Selangor Club,2018-06-07,Women's Twenty20 Asia Cup,False,False
1148060,Pakistan,India,India,Pakistan,bat,Pakistan,Kinrara Academy Oval,2018-06-09,Women's Twenty20 Asia Cup,False,False
1148063,India,Bangladesh,Bangladesh,Bangladesh,field,India,Kinrara Academy Oval,2018-06-10,Women's Twenty20 Asia Cup,False,False
1126720,New Zealand,South Africa,New Zealand,South Africa,field,New Zealand,The Cooper Associates County Ground,2018-06-20,England Tri-Nation T20 Women's Series,False,False
1126721,England,South Africa,England,England,bat,England,The Cooper Associates County Ground,2018-06-20,England Tri-Nation T20 Women's Series,False,False
1126722,England,South Africa,South Africa,England,bat,England,The Cooper Associates County Ground,2018-06-23,England Tri-Nation T20 Women's Series,False,False
1126723,England,New Zealand,England,England,bat,England,The Cooper Associates County Ground,2018-06-23,England Tri-Nation T20 Women's Series,False,False
1145894,Ireland,Bangladesh,Bangladesh,Bangladesh,field,Ireland,YMCA Cricket Club,2018-06-28,Bangladesh Women tour of Ireland,False,False
1126724,South Africa,New Zealand,New Zealand,South Africa,bat,South Africa,County Ground,2018-06-28,England Tri-Nation T20 Women's Series,False,False
1126725,New Zealand,England,England,New Zealand,bat,New Zealand,County Ground,2018-06-28,England Tri-Nation T20 Women's Series,False,False
1145895,Ireland,Bangladesh,Bangladesh,Ireland,bat,Ireland,"""The Village, Malahide, Dublin""",2018-06-29,Bangladesh Women tour of Ireland,False,False
1126726,New Zealand,England,England,New Zealand,bat,New Zealand,County Ground,2018-07-01,England Tri-Nation T20 Women's Series,False,False
1145896,Bangladesh,Ireland,Ireland,Ireland,field,Bangladesh,"""Pembroke Cricket Club, Sandymount""",2018-07-01,Bangladesh Women tour of Ireland,False,False
1147723,Netherlands,Bangladesh,Bangladesh,Bangladesh,field,Netherlands,Sportpark Maarschalkerweerd,2018-07-08,ICC Women's T20 Qualifier,False,False
1147722,Scotland,Ireland,Ireland,Ireland,field,Scotland,VRA Ground,2018-07-08,ICC Women's T20 Qualifier,False,False
1147731,Bangladesh,Scotland,Bangladesh,Scotland,field,Bangladesh,VRA Ground,2018-07-12,ICC Women's T20 Qualifier,False,False
1147736,Bangladesh,Ireland,Bangladesh,Ireland,field,Bangladesh,Sportpark Maarschalkerweerd,2018-07-14,ICC Women's T20 Qualifier,False,False
1157711,Sri Lanka,India,India,India,field,Sri Lanka,Colombo Cricket Club Ground,2018-09-22,India Women tour of Sri Lanka,False,False
1157712,Sri Lanka,India,India,India,field,Sri Lanka,Colombo Cricket Club Ground,2018-09-24,India Women tour of Sri Lanka,False,False
1157713,India,Sri Lanka,India,Sri Lanka,field,India,Chilaw Marians Cricket Club Ground,2018-09-25,India Women tour of Sri Lanka,False,False
1156216,South Africa,West Indies,West Indies,West Indies,field,South Africa,"""Brian Lara Stadium, Tarouba""",2018-09-28,South Africa Women tour of West Indies,False,False
1144978,New Zealand,Australia,Australia,Australia,field,New Zealand,North Sydney Oval,2018-09-29,New Zealand Women tour of Australia,False,False
1144979,New Zealand,Australia,Australia,Australia,field,New Zealand,Allan Border Field,2018-10-01,New Zealand Women tour of Australia,False,False
1156218,West Indies,South Africa,South Africa,South Africa,field,West Indies,"""Brian Lara Stadium, Tarouba""",2018-10-04,South Africa Women tour of West Indies,False,False
1144980,New Zealand,Australia,Australia,Australia,field,New Zealand,Manuka Oval,2018-10-05,New Zealand Women tour of Australia,False,False
1156219,West Indies,South Africa,South Africa,South Africa,field,West Indies,"""Brian Lara Stadium, Tarouba""",2018-10-06,South Africa Women tour of West Indies,False,False
1161231,Australia,Pakistan,Australia,Australia,bat,Australia,Kinrara Academy Oval,2018-10-25,Australia Women v Pakistan Women T20I Series,False,False
1161232,Pakistan,Australia,Australia,Australia,field,Pakistan,Kinrara Academy Oval,2018-10-27,Australia Women v Pakistan Women T20I Series,False,False
1161233,Pakistan,Australia,Australia,Australia,field,Pakistan,Kinrara Academy Oval,2018-10-29,Australia Women v Pakistan Women T20I Series,False,False
1150534,Australia,Pakistan,Australia,Australia,bat,Australia,Providence Stadium,2018-11-09,ICC Women's T20 World Cup,False,False
1150533,India,New Zealand,India,India,bat,India,Providence Stadium,2018-11-09,ICC Women's T20 World Cup,False,False
1150535,West Indies,Bangladesh,West Indies,Bangladesh,field,West Indies,Providence Stadium,2018-11-09,ICC Women's T20 World Cup,False,False
1150538,Ireland,Australia,Australia,Ireland,bat,Ireland,Providence Stadium,2018-11-11,ICC Women's T20 World Cup,False,False
1150537,Pakistan,India,India,India,field,Pakistan,Providence Stadium,2018-11-11,ICC Women's T20 World Cup,False,False
1150539,Bangladesh,England,England,England,field,Bangladesh,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-12,ICC Women's T20 World Cup,False,False
1150540,Sri Lanka,South Africa,South Africa,South Africa,field,Sri Lanka,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-12,ICC Women's T20 World Cup,False,False
1150542,Australia,New Zealand,Australia,Australia,bat,Australia,Providence Stadium,2018-11-13,ICC Women's T20 World Cup,False,False
1150541,Pakistan,Ireland,Pakistan,Pakistan,bat,Pakistan,Providence Stadium,2018-11-13,ICC Women's T20 World Cup,False,False
1150543,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-14,ICC Women's T20 World Cup,False,False
1150544,West Indies,South Africa,West Indies,South Africa,field,West Indies,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-14,ICC Women's T20 World Cup,False,False
1150545,India,Ireland,India,Ireland,field,India,Providence Stadium,2018-11-15,ICC Women's T20 World Cup,False,False
1150546,New Zealand,Pakistan,New Zealand,Pakistan,field,New Zealand,Providence Stadium,2018-11-15,ICC Women's T20 World Cup,False,False
1150547,South Africa,England,England,South Africa,bat,South Africa,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-16,ICC Women's T20 World Cup,False,False
1150548,West Indies,Sri Lanka,West Indies,West Indies,bat,West Indies,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-16,ICC Women's T20 World Cup,False,False
1150550,Ireland,New Zealand,New Zealand,Ireland,bat,Ireland,Providence Stadium,2018-11-17,ICC Women's T20 World Cup,False,False
1150549,India,Australia,India,India,bat,India,Providence Stadium,2018-11-17,ICC Women's T20 World Cup,False,False
1150552,South Africa,Bangladesh,South Africa,Bangladesh,field,South Africa,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-18,ICC Women's T20 World Cup,False,False
1150551,England,West Indies,West Indies,West Indies,field,England,"""Daren Sammy National Cricket Stadium, Gros Islet""",2018-11-18,ICC Women's T20 World Cup,False,False
1150554,India,England,England,India,bat,India,"""Sir Vivian Richards Stadium, North Sound""",2018-11-22,ICC Women's T20 World Cup,False,False
1150553,Australia,West Indies,Australia,West Indies,field,Australia,"""Sir Vivian Richards Stadium, North Sound""",2018-11-22,ICC Women's T20 World Cup,False,False
1150555,England,Australia,Australia,England,bat,England,"""Sir Vivian Richards Stadium, North Sound""",2018-11-24,ICC Women's T20 World Cup,False,False
1172469,Pakistan,West Indies,West Indies,West Indies,bat,West Indies,Southend Club Cricket Stadium,2019-01-31,West Indies Women tour of Pakistan and United Arab Emirates,False,False
1168160,South Africa,Sri Lanka,South Africa,Sri Lanka,bat,Sri Lanka,Newlands,2019-02-01,Sri Lanka Women tour of South Africa,False,False
1172471,Pakistan,West Indies,Pakistan,Pakistan,bat,Pakistan,Southend Club Cricket Stadium,2019-02-03,West Indies Women tour of Pakistan and United Arab Emirates,False,False
1168162,South Africa,Sri Lanka,South Africa,Sri Lanka,field,South Africa,SuperSport Park,2019-02-06,Sri Lanka Women tour of South Africa,False,False
1153858,New Zealand,India,New Zealand,India,field,New Zealand,Westpac Stadium,2019-02-06,India Women tour of New Zealand,False,False
1153859,New Zealand,India,New Zealand,New Zealand,field,India,Eden Park,2019-02-08,India Women tour of New Zealand,False,False
1153860,New Zealand,India,New Zealand,New Zealand,bat,New Zealand,Seddon Park,2019-02-10,India Women tour of New Zealand,False,False
1172163,India,England,England,India,field,England,Barsapara Cricket Stadium,2019-03-04,England Women tour of India,False,False
1172164,India,England,England,England,field,India,Barsapara Cricket Stadium,2019-03-07,England Women tour of India,False,False
1172165,India,England,England,England,bat,England,Barsapara Cricket Stadium,2019-03-09,England Women tour of India,False,False
1176435,Sri Lanka,England,England,Sri Lanka,bat,Sri Lanka,P Sara Oval,2019-03-24,England Women tour of Sri Lanka,False,False
1176436,Sri Lanka,England,England,Sri Lanka,bat,Sri Lanka,P Sara Oval,2019-03-26,England Women tour of Sri Lanka,False,False
1176437,Sri Lanka,England,England,Sri Lanka,field,England,P Sara Oval,2019-03-28,England Women tour of Sri Lanka,False,False
1177018,South Africa,Pakistan,Pakistan,Pakistan,field,South Africa,LC de Villiers Oval,2019-05-15,Pakistan Women tour of South Africa,False,False
1177019,South Africa,Pakistan,South Africa,Pakistan,bat,Pakistan,City Oval,2019-05-18,Pakistan Women tour of South Africa,False,False
1177020,South Africa,Pakistan,Pakistan,Pakistan,field,South Africa,City Oval,2019-05-19,Pakistan Women tour of South Africa,False,False
1177021,South Africa,Pakistan,South Africa,South Africa,field,Pakistan,Willowmoore Park,2019-05-22,Pakistan Women tour of South Africa,False,False
1177022,South Africa,Pakistan,South Africa,South Africa,field,Pakistan,Willowmoore Park,2019-05-23,Pakistan Women tour of South Africa,False,False
1185154,Ireland,West Indies,West Indies,West Indies,bat,West Indies,YMCA Cricket Club,2019-05-26,West Indies Women tour of England and Ireland,False,False
1185155,Ireland,West Indies,West Indies,West Indies,bat,West Indies,Sydney Parade,2019-05-28,West Indies Women tour of England and Ireland,False,False
1185156,Ireland,West Indies,West Indies,Ireland,field,West Indies,Sydney Parade,2019-05-29,West Indies Women tour of England and Ireland,False,False
1168020,England,West Indies,England,England,bat,England,County Ground,2019-06-21,West Indies Women tour of England and Ireland,False,False
1190605,Netherlands,Scotland,Netherlands,Scotland,field,Netherlands,La Manga Club Top Ground,2019-06-26,ICC Women's T20 World Cup Europe Region Qualifier,False,False
1168026,England,Australia,Australia,England,field,Australia,County Ground,2019-07-26,Australia Women tour of England,False,False
1168027,England,Australia,Australia,England,bat,England,"""County Ground, Hove""",2019-07-28,Australia Women tour of England,False,False
1168028,England,Australia,England,Australia,field,England,County Ground,2019-07-31,Australia Women tour of England,False,False
1190744,Netherlands,Ireland,Ireland,Netherlands,field,Ireland,Sportpark Het Schootsveld,2019-08-08,Women's T20I Quadrangular Series (in Netherlands),False,False
1190746,Netherlands,Scotland,Scotland,Netherlands,bat,Netherlands,Sportpark Het Schootsveld,2019-08-09,Women's T20I Quadrangular Series (in Netherlands),False,False
1190749,Ireland,Scotland,Scotland,Scotland,bat,Scotland,Sportpark Het Schootsveld,2019-08-10,Women's T20I Quadrangular Series (in Netherlands),False,False
1190753,Netherlands,Scotland,Scotland,Netherlands,field,Scotland,Sportpark Het Schootsveld,2019-08-13,Women's T20I Quadrangular Series (in Netherlands),False,False
1190754,Ireland,Scotland,Ireland,Scotland,bat,Scotland,Sportpark Het Schootsveld,2019-08-14,Women's T20I Quadrangular Series (in Netherlands),False,False
1197053,Ireland,Netherlands,Ireland,Ireland,bat,Ireland,Forthill,2019-09-01,ICC Women's T20 World Cup Qualifier,False,False
1197057,Scotland,Bangladesh,Bangladesh,Scotland,field,Bangladesh,Forthill,2019-09-03,ICC Women's T20 World Cup Qualifier,False,False
1197059,Bangladesh,Ireland,Bangladesh,Ireland,bat,Ireland,Forthill,2019-09-05,ICC Women's T20 World Cup Qualifier,False,False
1197066,Scotland,Netherlands,Scotland,Netherlands,field,Scotland,Lochlands,2019-09-07,ICC Women's T20 World Cup Qualifier,False,False
1198475,West Indies,Australia,Australia,West Indies,bat,West Indies,"""Kensington Oval, Barbados""",2019-09-14,Australia Women tour of West Indies,False,False
1198476,West Indies,Australia,Australia,Australia,field,West Indies,"""Kensington Oval, Barbados""",2019-09-16,Australia Women tour of West Indies,False,False
1198477,West Indies,Australia,Australia,West Indies,bat,West Indies,"""Kensington Oval, Barbados""",2019-09-18,Australia Women tour of West Indies,False,False
1198478,India,South Africa,India,South Africa,field,India,Lalabhai Contractor Stadium,2019-09-24,South Africa Women tour of India,False,False
1183510,Australia,Sri Lanka,Australia,Australia,bat,Australia,North Sydney Oval,2019-09-29,Sri Lanka Women tour of Australia,False,False
1183511,Australia,Sri Lanka,Australia,Sri Lanka,bat,Sri Lanka,North Sydney Oval,2019-09-30,Sri Lanka Women tour of Australia,False,False
1198481,India,South Africa,India,South Africa,field,India,Lalabhai Contractor Stadium,2019-10-01,South Africa Women tour of India,False,False
1183512,Australia,Sri Lanka,Australia,Australia,bat,Australia,North Sydney Oval,2019-10-02,Sri Lanka Women tour of Australia,False,False
1202366,India,South Africa,India,India,field,South Africa,Lalabhai Contractor Stadium,2019-10-03,South Africa Women tour of India,False,False
1198482,India,South Africa,South Africa,South Africa,bat,South Africa,Lalabhai Contractor Stadium,2019-10-04,South Africa Women tour of India,False,False
1204726,Pakistan,Bangladesh,Pakistan,Pakistan,bat,Pakistan,Gaddafi Stadium,2019-10-26,Bangladesh Women tour of Pakistan,False,False
1202252,West Indies,India,India,West Indies,field,India,"""Darren Sammy National Cricket Stadium, St Lucia""",2019-11-09,India Women tour of West Indies,False,False
1202253,West Indies,India,India,West Indies,bat,West Indies,"""Darren Sammy National Cricket Stadium, St Lucia""",2019-11-10,India Women tour of West Indies,False,False
1202254,West Indies,India,India,West Indies,bat,West Indies,"""Providence Stadium, Guyana""",2019-11-14,India Women tour of West Indies,False,False
1202255,West Indies,India,India,West Indies,field,India,"""Providence Stadium, Guyana""",2019-11-17,India Women tour of West Indies,False,False
1202256,West Indies,India,India,India,bat,India,"""Providence Stadium, Guyana""",2019-11-20,India Women tour of West Indies,False,False
1208347,England,Pakistan,England,Pakistan,field,England,Kinrara Academy Oval,2019-12-17,England Women tour of Malaysia,False,False
1208348,England,Pakistan,England,England,bat,England,Kinrara Academy Oval,2019-12-19,England Women tour of Malaysia,False,False
1208349,England,Pakistan,England,England,bat,England,Kinrara Academy Oval,2019-12-20,England Women tour of Malaysia,False,False
1183543,England,India,India,India,field,England,Manuka Oval,2020-01-31,Australia Tri-Nation Women's T20 Series,False,False
1187717,New Zealand,South Africa,New Zealand,New Zealand,field,South Africa,Bay Oval,2020-02-02,South Africa Women tour of New Zealand,False,False
1183545,Australia,India,Australia,Australia,field,India,Manuka Oval,2020-02-02,Australia Tri-Nation Women's T20 Series,False,False
1187718,New Zealand,South Africa,New Zealand,New Zealand,field,South Africa,Seddon Park,2020-02-06,South Africa Women tour of New Zealand,False,False
1183546,England,India,England,England,field,India,Junction Oval,2020-02-07,Australia Tri-Nation Women's T20 Series,False,False
1183547,Australia,India,India,India,field,Australia,Junction Oval,2020-02-08,Australia Tri-Nation Women's T20 Series,False,False
1187719,New Zealand,South Africa,South Africa,New Zealand,bat,New Zealand,Basin Reserve,2020-02-09,South Africa Women tour of New Zealand,False,False
1183548,Australia,England,Australia,England,field,Australia,Junction Oval,2020-02-09,Australia Tri-Nation Women's T20 Series,False,False
1187720,New Zealand,South Africa,New Zealand,South Africa,field,New Zealand,Basin Reserve,2020-02-10,South Africa Women tour of New Zealand,False,False
1183549,Australia,India,Australia,Australia,bat,Australia,Junction Oval,2020-02-12,Australia Tri-Nation Women's T20 Series,False,False
1173048,Australia,India,India,Australia,field,India,Sydney Showground Stadium,2020-02-21,ICC Women's T20 World Cup,False,False
1173050,New Zealand,Sri Lanka,New Zealand,New Zealand,field,Sri Lanka,W.A.C.A. Ground,2020-02-22,ICC Women's T20 World Cup,False,False
1173051,England,South Africa,South Africa,South Africa,field,England,W.A.C.A. Ground,2020-02-23,ICC Women's T20 World Cup,False,False
1173052,Australia,Sri Lanka,Australia,Sri Lanka,bat,Sri Lanka,W.A.C.A. Ground,2020-02-24,ICC Women's T20 World Cup,False,False
1173053,Bangladesh,India,India,Bangladesh,field,India,W.A.C.A. Ground,2020-02-24,ICC Women's T20 World Cup,False,False
1173055,Pakistan,West Indies,Pakistan,West Indies,bat,West Indies,Manuka Oval,2020-02-26,ICC Women's T20 World Cup,False,False
1173057,Australia,Bangladesh,Australia,Australia,bat,Australia,Manuka Oval,2020-02-27,ICC Women's T20 World Cup,False,False
1173056,India,New Zealand,India,New Zealand,field,India,Junction Oval,2020-02-27,ICC Women's T20 World Cup,False,False
1173059,England,Pakistan,England,Pakistan,field,England,Manuka Oval,2020-02-28,ICC Women's T20 World Cup,False,False
1173060,Bangladesh,New Zealand,New Zealand,New Zealand,bat,New Zealand,Junction Oval,2020-02-29,ICC Women's T20 World Cup,False,False
1173061,India,Sri Lanka,India,Sri Lanka,bat,Sri Lanka,Junction Oval,2020-02-29,ICC Women's T20 World Cup,False,False
1173063,England,West Indies,England,England,bat,England,Sydney Showground Stadium,2020-03-01,ICC Women's T20 World Cup,False,False
1173062,Pakistan,South Africa,South Africa,South Africa,bat,South Africa,Sydney Showground Stadium,2020-03-01,ICC Women's T20 World Cup,False,False
1173065,Australia,New Zealand,Australia,New Zealand,field,Australia,Junction Oval,2020-03-02,ICC Women's T20 World Cup,False,False
1173064,Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,bat,Bangladesh,Junction Oval,2020-03-02,ICC Women's T20 World Cup,False,False
1173069,Australia,South Africa,Australia,South Africa,field,Australia,Sydney Cricket Ground,2020-03-05,ICC Women's T20 World Cup,False,False
1173070,Australia,India,Australia,Australia,bat,Australia,Melbourne Cricket Ground,2020-03-08,ICC Women's T20 World Cup,False,False
1230855,England,West Indies,England,England,bat,England,County Ground,2020-09-21,West Indies Women tour of England,False,False
1230856,England,West Indies,England,West Indies,field,England,County Ground,2020-09-23,West Indies Women tour of England,False,False
1230857,England,West Indies,England,England,bat,England,County Ground,2020-09-26,West Indies Women tour of England,False,False
1223941,Australia,New Zealand,Australia,New Zealand,field,Australia,Allan Border Field,2020-09-26,New Zealand Women tour of Australia,False,False
1223942,New Zealand,Australia,Australia,New Zealand,bat,New Zealand,Allan Border Field,2020-09-27,New Zealand Women tour of Australia,False,False
1230858,England,West Indies,England,England,bat,England,County Ground,2020-09-28,West Indies Women tour of England,False,False
1230859,West Indies,England,England,England,field,West Indies,County Ground,2020-09-30,West Indies Women tour of England,False,False
1223943,Australia,New Zealand,New Zealand,New Zealand,field,Australia,Allan Border Field,2020-09-30,New Zealand Women tour of Australia,False,False
1244846,Pakistan,South Africa,South Africa,Pakistan,bat,Pakistan,Kingsmead,2021-01-29,Pakistan Women tour of South Africa,False,False
1244847,South Africa,Pakistan,South Africa,Pakistan,field,South Africa,Kingsmead,2021-01-31,Pakistan Women tour of South Africa,False,False
1244848,Pakistan,South Africa,Pakistan,South Africa,field,Pakistan,Kingsmead,2021-02-03,Pakistan Women tour of South Africa,False,False
1249235,New Zealand,England,England,England,field,New Zealand,Westpac Stadium,2021-03-03,England Women tour of New Zealand,False,False
1249236,New Zealand,England,England,England,field,New Zealand,Westpac Stadium,2021-03-05,England Women tour of New Zealand,False,False
1249237,England,New Zealand,England,New Zealand,field,England,Sky Stadium,2021-03-07,England Women tour of New Zealand,False,False
1253272,India,South Africa,South Africa,South Africa,field,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-20,South Africa Women tour of India,False,False
1253273,India,South Africa,South Africa,South Africa,field,India,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-21,South Africa Women tour of India,False,False
1253274,South Africa,India,India,India,field,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2021-03-23,South Africa Women tour of India,False,False
1249238,New Zealand,Australia,Australia,Australia,field,New Zealand,Seddon Park,2021-03-28,Australia Women tour of New Zealand,False,False
1249239,Australia,New Zealand,New Zealand,New Zealand,field,Australia,McLean Park,2021-03-30,Australia Women tour of New Zealand,False,False
1262918,Scotland,Ireland,Scotland,Scotland,bat,Scotland,"""Civil Service Cricket Club, Stormont, Belfast""",2021-05-24,Scotland Women tour of Ireland,False,False
1262917,Ireland,Scotland,Ireland,Ireland,bat,Ireland,"""Civil Service Cricket Club, Stormont, Belfast""",2021-05-25,Scotland Women tour of Ireland,False,False
1262919,Ireland,Scotland,Ireland,Ireland,bat,Ireland,"""Civil Service Cricket Club, Stormont, Belfast""",2021-05-26,Scotland Women tour of Ireland,False,False
1262920,Scotland,Ireland,Ireland,Scotland,bat,Scotland,"""Civil Service Cricket Club, Stormont, Belfast""",2021-05-27,Scotland Women tour of Ireland,False,False
1267322,West Indies,Pakistan,West Indies,Pakistan,field,West Indies,"""Sir Vivian Richards Stadium, North Sound, Antigua""",2021-06-30,Pakistan Women tour of West Indies,False,False
1267323,West Indies,Pakistan,West Indies,West Indies,bat,West Indies,"""Coolidge Cricket Ground, Antigua""",2021-07-02,Pakistan Women tour of West Indies,False,False
1267324,Pakistan,West Indies,West Indies,Pakistan,bat,Pakistan,"""Sir Vivian Richards Stadium, North Sound, Antigua""",2021-07-04,Pakistan Women tour of West Indies,False,False
1260097,England,India,England,India,field,England,"""County Ground, Northampton""",2021-07-09,India Women tour of England,False,False
1260098,India,England,India,England,field,India,"""County Ground, Hove""",2021-07-11,India Women tour of England,False,False
1260099,India,England,England,India,bat,India,"""County Ground, Chelmsford""",2021-07-14,India Women tour of England,False,False
1268757,Ireland,Netherlands,Ireland,Netherlands,field,Ireland,"""The Village, Malahide, Dublin""",2021-07-26,Netherlands Women tour of Ireland,False,False
1268759,Netherlands,Ireland,Ireland,Netherlands,bat,Netherlands,"""The Village, Malahide, Dublin""",2021-07-29,Netherlands Women tour of Ireland,False,False
1268760,Ireland,Netherlands,Netherlands,Netherlands,field,Ireland,"""The Village, Malahide, Dublin""",2021-07-30,Netherlands Women tour of Ireland,False,False
1274595,Netherlands,Scotland,Scotland,Scotland,field,Netherlands,La Manga Club Top Ground,2021-08-26,ICC Women's T20 World Cup Europe Region Qualifier,False,False
1274601,Ireland,Scotland,Scotland,Ireland,bat,Ireland,La Manga Club Top Ground,2021-08-27,ICC Women's T20 World Cup Europe Region Qualifier,False,False
1274609,Ireland,Netherlands,Ireland,Netherlands,field,Ireland,La Manga Club Top Ground,2021-08-30,ICC Women's T20 World Cup Europe Region Qualifier,False,False
1260100,England,New Zealand,England,New Zealand,field,England,"""County Ground, Chelmsford""",2021-09-01,New Zealand Women tour of England,False,False
1273416,South Africa,West Indies,South Africa,West Indies,field,South Africa,"""Sir Vivian Richards Stadium, North Sound, Antigua""",2021-09-02,South Africa Women tour of West Indies,False,False
1273417,South Africa,West Indies,West Indies,South Africa,bat,South Africa,"""Sir Vivian Richards Stadium, North Sound, Antigua""",2021-09-04,South Africa Women tour of West Indies,False,False
1260101,England,New Zealand,New Zealand,New Zealand,field,England,"""County Ground, Hove""",2021-09-04,New Zealand Women tour of England,False,False
1260102,New Zealand,England,England,England,field,New Zealand,"""The Cooper Associates County Ground, Taunton""",2021-09-09,New Zealand Women tour of England,False,False
1263622,India,Australia,Australia,Australia,field,India,Carrara Oval,2021-10-09,India Women tour of Australia,False,False
1263623,Australia,India,Australia,India,field,Australia,Carrara Oval,2021-10-10,India Women tour of Australia,False,False
